island,year,source_table,area,area_type,area_pop_total,sex,age_band,count,data_type,notes
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,60-64,23,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,65-69,15,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,70-74,16,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,75-79,10,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,80-84,6,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,85+,2,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,0-4,41,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,5-9,34,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,10-14,42,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,15-19,43,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,20-24,47,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,25-29,42,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,30-34,44,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,35-39,39,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,40-44,48,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,45-49,48,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,50-54,58,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,55-59,79,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,60-64,47,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,65-69,40,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,70-74,37,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,75-79,27,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,80-84,21,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,All,85+,12,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,0-4,14,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,5-9,14,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,10-14,25,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,15-19,20,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,20-24,21,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,25-29,17,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,30-34,20,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,35-39,21,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,40-44,21,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,45-49,20,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,50-54,26,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,55-59,35,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,60-64,21,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,65-69,23,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,70-74,17,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,75-79,13,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,80-84,11,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Male,85+,5,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,0-4,27,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,5-9,20,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,10-14,17,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,15-19,23,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,20-24,26,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,25-29,25,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,30-34,24,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,35-39,18,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,40-44,27,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,45-49,28,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,50-54,32,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,55-59,44,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,60-64,26,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,65-69,17,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,70-74,20,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,75-79,14,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,80-84,10,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Santon,Parish,749,Female,85+,7,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,0-4,77,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,5-9,91,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,10-14,86,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,15-19,94,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,20-24,63,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,25-29,88,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,30-34,90,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,35-39,107,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,40-44,102,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,45-49,127,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,50-54,155,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,55-59,184,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,60-64,114,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,65-69,152,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,70-74,166,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,75-79,98,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,80-84,62,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,All,85+,43,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,0-4,40,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,5-9,49,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,10-14,36,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,15-19,50,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,20-24,26,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,25-29,50,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,30-34,40,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,35-39,46,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,40-44,57,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,45-49,61,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,50-54,79,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,55-59,93,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,60-64,45,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,65-69,76,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,70-74,79,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,75-79,56,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,80-84,30,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Male,85+,15,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,0-4,37,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,5-9,42,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,10-14,50,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,15-19,44,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,20-24,37,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,25-29,38,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,30-34,50,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,35-39,61,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,40-44,45,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,45-49,66,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,50-54,76,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,55-59,91,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,60-64,69,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,65-69,76,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,70-74,87,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,75-79,42,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,80-84,32,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Arbory,Parish,1899,Female,85+,28,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,0-4,29,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,5-9,51,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,10-14,47,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,15-19,53,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,20-24,46,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,25-29,24,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,30-34,39,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,35-39,34,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,40-44,53,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,45-49,79,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,50-54,106,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,55-59,84,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,60-64,88,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,65-69,92,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,70-74,76,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,75-79,69,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,80-84,39,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,All,85+,32,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,0-4,12,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,5-9,27,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,10-14,30,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,15-19,31,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,20-24,25,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,25-29,13,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,30-34,19,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,35-39,17,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,40-44,23,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,45-49,35,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,50-54,54,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,55-59,50,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,60-64,35,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,65-69,47,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,70-74,38,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,75-79,28,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,80-84,17,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Male,85+,16,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,0-4,17,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,5-9,24,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,10-14,17,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,15-19,22,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,20-24,21,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,25-29,11,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,30-34,20,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,35-39,17,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,40-44,30,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,45-49,44,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,50-54,52,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,55-59,34,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,60-64,53,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,65-69,45,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,70-74,38,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,75-79,41,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,80-84,22,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Ballaugh,Parish,1041,Female,85+,16,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,0-4,137,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,5-9,214,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,10-14,269,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,15-19,182,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,20-24,182,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,25-29,174,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,30-34,197,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,35-39,232,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,40-44,219,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,45-49,236,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,50-54,295,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,55-59,269,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,60-64,213,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,65-69,168,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,70-74,143,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,75-79,126,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,80-84,75,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,All,85+,73,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,0-4,72,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,5-9,112,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,10-14,145,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,15-19,90,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,20-24,94,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,25-29,79,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,30-34,90,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,35-39,97,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,40-44,121,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,45-49,114,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,50-54,155,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,55-59,141,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,60-64,111,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,65-69,79,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,70-74,69,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,75-79,64,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,80-84,39,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Male,85+,39,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,0-4,65,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,5-9,102,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,10-14,124,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,15-19,92,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,20-24,88,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,25-29,95,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,30-34,107,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,35-39,135,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,40-44,98,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,45-49,122,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,50-54,140,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,55-59,128,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,60-64,102,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,65-69,89,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,70-74,74,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,75-79,62,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,80-84,36,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Braddan,Parish,3404,Female,85+,34,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,German,Parish,1056,All,0-4,47,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,5-9,49,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,10-14,57,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,15-19,68,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,20-24,50,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,25-29,43,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,30-34,42,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,35-39,47,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,40-44,48,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,45-49,74,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,50-54,111,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,55-59,96,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,60-64,75,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,65-69,75,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,70-74,70,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,75-79,47,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,80-84,34,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,All,85+,23,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,0-4,29,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,5-9,22,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,10-14,23,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,15-19,37,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,20-24,24,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,25-29,22,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,30-34,20,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,35-39,19,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,40-44,25,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,45-49,36,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,50-54,53,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,55-59,49,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,60-64,36,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,65-69,37,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,70-74,35,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,75-79,21,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,80-84,17,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Male,85+,12,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,German,Parish,1056,Female,0-4,18,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,German,Parish,1056,Female,5-9,27,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,German,Parish,1056,Female,10-14,34,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,German,Parish,1056,Female,15-19,31,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,German,Parish,1056,Female,20-24,26,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,German,Parish,1056,Female,25-29,21,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,German,Parish,1056,Female,30-34,22,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,German,Parish,1056,Female,35-39,28,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,German,Parish,1056,Female,40-44,23,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,German,Parish,1056,Female,45-49,38,published_exact,Part I Table 2.3
