island,year,source_table,area,area_type,area_pop_total,sex,age_band,count,data_type,notes
IOM,2021,Table2.1-2.3,Port Erin,Village,3730,Female,70-74,166,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port Erin,Village,3730,Female,75-79,117,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port Erin,Village,3730,Female,80-84,76,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port Erin,Village,3730,Female,85+,73,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,0-4,83,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,5-9,87,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,10-14,89,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,15-19,71,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,20-24,80,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,25-29,93,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,30-34,75,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,35-39,104,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,40-44,83,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,45-49,113,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,50-54,153,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,55-59,152,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,60-64,158,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,65-69,142,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,70-74,174,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,75-79,134,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,80-84,88,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,All,85+,110,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,0-4,46,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,5-9,51,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,10-14,46,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,15-19,40,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,20-24,41,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,25-29,45,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,30-34,35,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,35-39,52,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,40-44,48,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,45-49,60,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,50-54,72,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,55-59,61,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,60-64,82,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,65-69,76,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,70-74,87,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,75-79,64,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,80-84,40,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Male,85+,28,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,0-4,37,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,5-9,36,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,10-14,43,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,15-19,31,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,20-24,39,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,25-29,48,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,30-34,40,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,35-39,52,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,40-44,35,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,45-49,53,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,50-54,81,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,55-59,91,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,60-64,76,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,65-69,66,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,70-74,87,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,75-79,70,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,80-84,48,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Port St Mary,Village,1989,Female,85+,82,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,0-4,55,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,5-9,82,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,10-14,92,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,15-19,88,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,20-24,83,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,25-29,71,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,30-34,78,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,35-39,77,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,40-44,92,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,45-49,104,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,50-54,165,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,55-59,166,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,60-64,147,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,65-69,90,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,70-74,101,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,75-79,77,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,80-84,40,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,All,85+,48,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,0-4,27,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,5-9,45,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,10-14,60,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,15-19,54,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,20-24,44,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,25-29,35,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,30-34,35,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,35-39,42,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,40-44,45,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,45-49,46,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,50-54,75,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,55-59,89,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,60-64,76,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,65-69,48,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,70-74,44,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,75-79,33,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,80-84,20,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Male,85+,27,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,0-4,28,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,5-9,37,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,10-14,32,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,15-19,34,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,20-24,39,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,25-29,36,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,30-34,43,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,35-39,35,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,40-44,47,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,45-49,58,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,50-54,90,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,55-59,77,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,60-64,71,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,65-69,42,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,70-74,57,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,75-79,44,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,80-84,20,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Laxey,Village,1656,Female,85+,21,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,0-4,347,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,5-9,450,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,10-14,516,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,15-19,501,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,20-24,417,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,25-29,399,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,30-34,473,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,35-39,522,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,40-44,544,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,45-49,599,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,50-54,658,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,55-59,708,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,60-64,655,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,65-69,595,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,70-74,663,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,75-79,448,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,80-84,300,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,All,85+,244,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,0-4,188,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,5-9,246,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,10-14,255,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,15-19,273,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,20-24,225,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,25-29,209,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,30-34,221,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,35-39,253,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,40-44,256,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,45-49,292,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,50-54,317,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,55-59,360,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,60-64,300,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,65-69,287,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,70-74,323,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,75-79,218,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,80-84,145,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Male,85+,97,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,0-4,159,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,5-9,204,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,10-14,261,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,15-19,228,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,20-24,192,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,25-29,190,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,30-34,252,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,35-39,269,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,40-44,288,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,45-49,307,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,50-54,341,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,55-59,348,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,60-64,355,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,65-69,308,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,70-74,340,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,75-79,230,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,80-84,155,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Onchan,Village,9039,Female,85+,147,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,0-4,43,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,5-9,60,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,10-14,78,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,15-19,71,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,20-24,67,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,25-29,60,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,30-34,49,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,35-39,64,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,40-44,92,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,45-49,84,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,50-54,99,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,55-59,134,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,60-64,108,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,65-69,101,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,70-74,118,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,75-79,83,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,80-84,51,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,All,85+,38,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,0-4,22,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,5-9,32,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,10-14,36,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,15-19,36,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,20-24,38,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,25-29,35,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,30-34,21,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,35-39,28,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,40-44,47,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,45-49,40,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,50-54,45,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,55-59,67,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,60-64,54,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,65-69,58,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,70-74,57,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,75-79,37,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,80-84,21,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Male,85+,21,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,0-4,21,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,5-9,28,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,10-14,42,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,15-19,35,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,20-24,29,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,25-29,25,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,30-34,28,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,35-39,36,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,40-44,45,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,45-49,44,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,50-54,54,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,55-59,67,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,60-64,54,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,65-69,43,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,70-74,61,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,75-79,46,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,80-84,30,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Andreas,Parish,1400,Female,85+,17,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,0-4,8,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,5-9,7,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,10-14,14,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,15-19,13,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,20-24,19,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,25-29,12,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,30-34,15,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,35-39,8,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,40-44,14,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,45-49,22,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,50-54,28,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,55-59,41,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,60-64,40,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,65-69,43,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,70-74,33,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,75-79,17,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,80-84,20,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,All,85+,5,published_exact,Part I Table 2.1
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,0-4,6,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,5-9,3,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,10-14,9,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,15-19,9,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,20-24,7,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,25-29,7,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,30-34,8,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,35-39,4,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,40-44,6,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,45-49,14,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,50-54,18,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,55-59,22,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,60-64,17,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,65-69,28,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,70-74,17,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,75-79,7,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,80-84,14,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Male,85+,3,published_exact,Part I Table 2.2
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,0-4,2,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,5-9,4,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,10-14,5,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,15-19,4,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,20-24,12,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,25-29,5,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,30-34,7,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,35-39,4,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,40-44,8,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,45-49,8,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,50-54,10,published_exact,Part I Table 2.3
IOM,2021,Table2.1-2.3,Bride,Parish,359,Female,55-59,19,published_exact,Part I Table 2.3
